pair_ID	entailment_judgment	relatedness_score
3284	NEUTRAL	4.330480549
3289	NEUTRAL	4.627236037
3290	ENTAILMENT	4.431076664
3293	NEUTRAL	3.300864999
3295	NEUTRAL	4.411768832
3296	NEUTRAL	4.393506204
3297	NEUTRAL	4.371569588
3300	NEUTRAL	4.499589252
3301	NEUTRAL	3.53943918
3302	NEUTRAL	4.417863184
3305	NEUTRAL	4.416924
3306	ENTAILMENT	4.462276344
3307	NEUTRAL	4.324901559
3308	NEUTRAL	4.046286388
3309	CONTRADICTION	4.055746753
3310	NEUTRAL	3.507148267
3312	NEUTRAL	3.455388683
3315	NEUTRAL	4.13153569
3317	NEUTRAL	3.822596928
3318	NEUTRAL	4.042746606
3320	NEUTRAL	3.86290633
3323	NEUTRAL	3.965163083
3326	ENTAILMENT	4.567817138
3328	NEUTRAL	4.135409306
3331	NEUTRAL	3.50886295
3333	NEUTRAL	3.395679392
3334	NEUTRAL	3.993289211
3335	NEUTRAL	4.366225135
3337	NEUTRAL	4.109244293
3341	NEUTRAL	3.064090447
3343	NEUTRAL	3.416030101
3348	NEUTRAL	4.364751712
3350	NEUTRAL	4.000633826
3352	NEUTRAL	3.316334382
3354	NEUTRAL	3.93185386
3355	NEUTRAL	4.481849227
3360	ENTAILMENT	3.971792191
3365	CONTRADICTION	3.781720706
3377	NEUTRAL	4.309091876
3379	NEUTRAL	2.171678368
3380	NEUTRAL	1.918365309
3381	NEUTRAL	2.740181761
3383	NEUTRAL	2.983359804
3387	CONTRADICTION	4.235991716
3388	NEUTRAL	3.949278928
3390	NEUTRAL	4.291155067
3391	CONTRADICTION	3.947820763
3392	NEUTRAL	4.058209008
3393	NEUTRAL	4.725429113
3394	CONTRADICTION	4.741346367
3399	NEUTRAL	4.464887285
3401	NEUTRAL	4.461058146
3402	NEUTRAL	3.805508022
3403	NEUTRAL	4.183405949
3404	ENTAILMENT	4.453536658
3406	ENTAILMENT	4.446472092
3408	NEUTRAL	3.813698729
3409	NEUTRAL	3.675687047
3410	NEUTRAL	3.683264131
3415	NEUTRAL	3.75262695
3417	NEUTRAL	3.939842095
3419	NEUTRAL	3.953388117
3421	NEUTRAL	4.005903807
3423	NEUTRAL	4.041902065
3430	NEUTRAL	3.773523016
3431	NEUTRAL	1.881064037
3434	CONTRADICTION	4.415312493
3439	ENTAILMENT	4.743505042
3441	NEUTRAL	4.632901136
3442	NEUTRAL	4.110909328
3445	ENTAILMENT	4.763580615
3446	NEUTRAL	4.135252086
3447	NEUTRAL	4.406550052
3449	NEUTRAL	4.303705274
3450	NEUTRAL	4.658734383
3455	ENTAILMENT	4.810423707
3456	CONTRADICTION	4.769684794
3457	ENTAILMENT	4.808036701
3458	CONTRADICTION	4.724827383
3463	NEUTRAL	3.535706234
3464	NEUTRAL	4.342793116
3466	NEUTRAL	4.119921046
3469	ENTAILMENT	4.290346727
3470	NEUTRAL	2.206209151
3473	NEUTRAL	4.38025316
3474	NEUTRAL	1.341586263
3475	NEUTRAL	1.801283956
3476	NEUTRAL	3.135564361
3477	NEUTRAL	2.032850201
3478	NEUTRAL	2.829007693
3481	CONTRADICTION	4.314558123
3482	NEUTRAL	3.484121194
3483	NEUTRAL	4.375065669
3489	NEUTRAL	4.406638488
3490	CONTRADICTION	4.173175774
3493	NEUTRAL	4.190759614
3497	NEUTRAL	2.739821551
3498	NEUTRAL	4.413581002
3499	NEUTRAL	2.94387374
3502	CONTRADICTION	3.799240675
3506	NEUTRAL	4.724569832
3509	NEUTRAL	4.145473469
3513	NEUTRAL	4.280095866
3515	NEUTRAL	4.198856197
3519	NEUTRAL	4.307522519
3520	CONTRADICTION	4.159873599
3521	NEUTRAL	4.263111945
3522	NEUTRAL	4.563278956
3523	CONTRADICTION	4.147219958
3524	NEUTRAL	4.159920145
3525	CONTRADICTION	4.181755654
3526	NEUTRAL	3.368795511
3527	NEUTRAL	4.138155488
3531	NEUTRAL	1.758540486
3532	NEUTRAL	4.230233784
3535	NEUTRAL	4.434408543
3540	NEUTRAL	4.415410238
3545	NEUTRAL	2.280072657
3550	NEUTRAL	1.610639445
3551	NEUTRAL	3.711474816
3553	NEUTRAL	4.614789781
3555	NEUTRAL	4.485933849
3557	NEUTRAL	4.34381634
3558	NEUTRAL	4.525392762
3559	NEUTRAL	4.427221666
3560	NEUTRAL	4.188567065
3562	CONTRADICTION	4.523861675
3563	NEUTRAL	4.511487306
3564	NEUTRAL	4.396651384
3570	CONTRADICTION	4.36195071
3573	ENTAILMENT	4.49109212
3575	NEUTRAL	4.166823871
3578	CONTRADICTION	4.280108019
3581	NEUTRAL	2.947375898
3583	NEUTRAL	2.830239984
3585	NEUTRAL	3.935283743
3587	NEUTRAL	3.963577693
3588	NEUTRAL	4.231120475
3590	NEUTRAL	3.927804147
3591	CONTRADICTION	3.899013711
3593	NEUTRAL	4.127979099
3594	NEUTRAL	1.194618718
3595	NEUTRAL	4.05617342
3596	NEUTRAL	4.045357806
3597	NEUTRAL	3.745121494
3599	CONTRADICTION	3.774922483
3600	NEUTRAL	3.666773333
3601	NEUTRAL	3.79532672
3604	NEUTRAL	4.334374077
3605	NEUTRAL	3.852688568
3606	NEUTRAL	3.967625338
3608	NEUTRAL	3.671816534
3609	NEUTRAL	4.223232571
3610	NEUTRAL	3.691220819
3612	NEUTRAL	3.949665514
3613	NEUTRAL	3.948471365
3615	ENTAILMENT	4.35827155
3616	CONTRADICTION	4.262133714
3617	NEUTRAL	4.122892456
3619	NEUTRAL	4.12655817
3621	NEUTRAL	4.364847648
3622	CONTRADICTION	4.379230712
3628	NEUTRAL	4.354846838
3631	NEUTRAL	4.502674182
3632	NEUTRAL	4.482791513
3634	NEUTRAL	4.466132118
3636	CONTRADICTION	4.526790936
3637	NEUTRAL	4.785846153
3641	NEUTRAL	4.495430157
3642	NEUTRAL	4.46096221
3644	NEUTRAL	4.306464385
3645	NEUTRAL	4.304845638
3648	CONTRADICTION	4.420948372
3652	NEUTRAL	4.07865048
3654	NEUTRAL	4.268006458
3655	NEUTRAL	4.210013661
3656	NEUTRAL	4.236731271
3659	NEUTRAL	4.134726122
3660	NEUTRAL	3.848344066
3662	NEUTRAL	3.674523411
3663	ENTAILMENT	4.42201659
3664	NEUTRAL	2.57084576
3665	NEUTRAL	3.198346298
3667	NEUTRAL	4.08443634
3671	NEUTRAL	4.117599203
3674	NEUTRAL	4.048774243
3675	NEUTRAL	3.695282686
3676	NEUTRAL	3.596295751
3677	NEUTRAL	4.204999163
3678	NEUTRAL	2.937306434
3679	ENTAILMENT	4.177352971
3681	ENTAILMENT	4.297502833
3683	NEUTRAL	3.559272717
3688	NEUTRAL	4.29790933
3698	NEUTRAL	4.324703741
3700	ENTAILMENT	4.117324327
3704	ENTAILMENT	4.087103653
3706	ENTAILMENT	4.347048405
3714	ENTAILMENT	4.556878438
3715	ENTAILMENT	4.646522148
3716	ENTAILMENT	4.628165136
3717	CONTRADICTION	4.485209809
3722	NEUTRAL	4.324759854
3723	NEUTRAL	4.688445643
3724	NEUTRAL	4.019331913
3726	NEUTRAL	3.757247621
3729	NEUTRAL	4.258032801
3730	NEUTRAL	4.214722768
3731	NEUTRAL	4.434709537
3732	NEUTRAL	4.380638712
3734	NEUTRAL	4.149551627
3735	NEUTRAL	4.446023187
3738	NEUTRAL	4.109294718
3741	NEUTRAL	4.298785936
3744	NEUTRAL	4.128881305
3745	NEUTRAL	3.545163237
3749	NEUTRAL	4.294956279
3754	ENTAILMENT	4.671624372
3757	CONTRADICTION	4.477909671
3760	CONTRADICTION	4.22823776
3763	NEUTRAL	3.824156718
3764	NEUTRAL	4.165011442
3768	NEUTRAL	4.097765149
3769	NEUTRAL	4.105370935
3771	NEUTRAL	4.655516799
3772	NEUTRAL	4.388297508
3773	CONTRADICTION	4.367027785
3775	NEUTRAL	4.309350204
3778	NEUTRAL	1.882966583
3782	NEUTRAL	3.608696495
3786	NEUTRAL	3.80801889
3787	NEUTRAL	1.744947014
3791	NEUTRAL	4.012525415
3792	NEUTRAL	3.673324865
3793	CONTRADICTION	4.138729549
3794	NEUTRAL	4.349563929
3796	NEUTRAL	4.471021977
3798	NEUTRAL	4.580530254
3802	NEUTRAL	4.023351889
3806	NEUTRAL	3.984437041
3808	NEUTRAL	3.384630534
3810	NEUTRAL	2.698684027
3811	NEUTRAL	3.44803993
3813	NEUTRAL	3.742542359
3815	NEUTRAL	3.245715095
3816	NEUTRAL	3.582271087
3817	NEUTRAL	2.75355621
3818	NEUTRAL	3.741408201
3819	NEUTRAL	3.849491412
3822	NEUTRAL	4.02530292
3824	NEUTRAL	3.957482824
3829	NEUTRAL	4.163235733
3830	NEUTRAL	4.106373214
3832	ENTAILMENT	2.672421528
3833	CONTRADICTION	4.468016433
3835	CONTRADICTION	4.44542275
3837	NEUTRAL	4.201742791
3841	NEUTRAL	4.467637864
3842	ENTAILMENT	4.47443169
3843	NEUTRAL	4.054958325
3848	NEUTRAL	4.369085094
3849	NEUTRAL	4.191096293
3850	NEUTRAL	4.241046294
3851	NEUTRAL	3.53298953
3854	NEUTRAL	3.883047843
3858	NEUTRAL	4.151540928
3859	NEUTRAL	3.6612021
3863	NEUTRAL	4.077522787
3865	NEUTRAL	4.253297059
3867	NEUTRAL	4.131190477
3875	NEUTRAL	3.787122565
3876	NEUTRAL	4.280081385
3877	NEUTRAL	3.458140295
3878	NEUTRAL	4.349074684
3879	CONTRADICTION	4.285554872
3881	CONTRADICTION	4.174975015
3888	NEUTRAL	1.979795877
3889	NEUTRAL	3.80649401
3890	NEUTRAL	2.614122694
3891	NEUTRAL	3.752609624
3894	NEUTRAL	2.542563317
3896	NEUTRAL	2.677486837
3900	NEUTRAL	2.608846249
3902	NEUTRAL	2.610009368
3906	NEUTRAL	1.161228945
3907	NEUTRAL	4.382688005
3911	NEUTRAL	4.375550517
3913	CONTRADICTION	4.094056252
3916	NEUTRAL	2.757852615
3918	NEUTRAL	2.787267147
3919	NEUTRAL	3.148871578
3923	NEUTRAL	4.390056927
3925	NEUTRAL	4.251787952
3926	NEUTRAL	1.528052803
3927	NEUTRAL	4.0801976
3928	NEUTRAL	3.83635861
3931	CONTRADICTION	4.289606654
3932	NEUTRAL	3.989568936
3933	NEUTRAL	4.206888133
3937	ENTAILMENT	4.529589352
3944	CONTRADICTION	4.63007712
3945	ENTAILMENT	4.616472141
3946	CONTRADICTION	4.619397264
3950	CONTRADICTION	4.63079211
3952	NEUTRAL	4.402038245
3953	NEUTRAL	4.381762526
3954	NEUTRAL	4.27030296
3959	NEUTRAL	3.706987317
3960	NEUTRAL	4.220729977
3962	NEUTRAL	4.22034727
3963	NEUTRAL	3.528880342
3964	NEUTRAL	3.946610064
3965	NEUTRAL	4.295156425
3966	NEUTRAL	4.284831349
3967	NEUTRAL	4.271426515
3968	NEUTRAL	4.02546919
3969	NEUTRAL	4.18025327
3971	NEUTRAL	4.082353689
3974	NEUTRAL	4.05883582
3975	NEUTRAL	4.313633937
3977	NEUTRAL	4.384254259
3978	NEUTRAL	4.448779712
3979	CONTRADICTION	4.136174203
3981	NEUTRAL	4.32439111
3983	ENTAILMENT	4.406425672
3988	NEUTRAL	3.365101353
3991	NEUTRAL	3.930699016
3997	NEUTRAL	3.068317809
4000	NEUTRAL	2.982784451
4003	NEUTRAL	1.688847453
4005	NEUTRAL	4.179339686
4008	NEUTRAL	4.161524929
4009	NEUTRAL	4.215677209
4010	NEUTRAL	3.276903397
4016	NEUTRAL	4.40110113
4018	NEUTRAL	4.59270215
4019	NEUTRAL	4.504989301
4022	NEUTRAL	4.549615795
4023	NEUTRAL	2.6603797
4024	NEUTRAL	4.582430861
4025	ENTAILMENT	3.172295322
4026	NEUTRAL	4.020851881
4027	NEUTRAL	4.389873848
4029	NEUTRAL	4.124543527
4030	NEUTRAL	4.248006909
4032	NEUTRAL	3.900176831
4035	NEUTRAL	4.177457698
4039	NEUTRAL	3.400181889
4042	NEUTRAL	3.542783729
4044	NEUTRAL	3.534768084
4048	NEUTRAL	3.84688771
4051	NEUTRAL	4.094264672
4052	NEUTRAL	1.819876411
4053	NEUTRAL	4.1427834
4055	NEUTRAL	3.850890878
4057	NEUTRAL	3.760996599
4059	NEUTRAL	3.904721219
4064	NEUTRAL	4.341527597
4070	NEUTRAL	3.966759593
4073	NEUTRAL	3.134359609
4075	ENTAILMENT	4.416861939
4077	CONTRADICTION	4.472949218
4078	ENTAILMENT	2.780108714
4080	CONTRADICTION	4.520069513
4081	ENTAILMENT	4.618126314
4082	ENTAILMENT	4.707221822
4089	CONTRADICTION	3.977504871
4091	NEUTRAL	3.963549508
4092	CONTRADICTION	2.916301762
4093	NEUTRAL	3.604308552
4095	NEUTRAL	3.153793502
4096	ENTAILMENT	4.102560624
4097	ENTAILMENT	4.274618499
4098	NEUTRAL	4.160902513
4099	NEUTRAL	3.974789719
4101	CONTRADICTION	4.050649249
4103	NEUTRAL	3.430964987
4104	NEUTRAL	3.533956125
4106	NEUTRAL	3.38878782
4107	NEUTRAL	4.5915155
4110	CONTRADICTION	4.065553364
4111	NEUTRAL	4.544502517
4116	NEUTRAL	4.284760755
4121	NEUTRAL	4.171134497
4122	NEUTRAL	4.235150536
4124	NEUTRAL	4.400328992
4128	NEUTRAL	4.194187946
4129	NEUTRAL	3.966366284
4130	NEUTRAL	4.233124774
4131	NEUTRAL	3.963960918
4138	NEUTRAL	4.441632398
4139	NEUTRAL	4.257806797
4143	NEUTRAL	4.203713733
4144	NEUTRAL	4.376867754
4150	NEUTRAL	3.920822328
4151	NEUTRAL	3.862673861
4153	NEUTRAL	3.657384856
4158	NEUTRAL	3.910582585
4159	NEUTRAL	1.769788842
4160	NEUTRAL	2.573061583
4161	NEUTRAL	2.505743015
4166	NEUTRAL	4.221291625
4167	NEUTRAL	3.387628062
4169	NEUTRAL	4.000290166
4170	NEUTRAL	4.027647259
4171	NEUTRAL	4.111100164
4172	NEUTRAL	4.178822773
4175	NEUTRAL	3.697745199
4177	CONTRADICTION	3.892652757
4180	NEUTRAL	3.92487049
4182	CONTRADICTION	4.062689267
4184	NEUTRAL	4.369560892
4186	NEUTRAL	3.940569239
4188	NEUTRAL	4.047452093
4189	NEUTRAL	1.749768865
4190	NEUTRAL	1.470636005
4192	NEUTRAL	4.178793036
4198	NEUTRAL	1.233826285
4200	NEUTRAL	1.329503709
4201	NEUTRAL	4.466083504
4203	NEUTRAL	4.545623229
4204	CONTRADICTION	4.624455463
4206	CONTRADICTION	4.637626276
4208	CONTRADICTION	4.415641414
4210	NEUTRAL	4.425082643
4211	CONTRADICTION	4.348352971
4215	ENTAILMENT	4.438754079
4217	NEUTRAL	3.78120431
4218	ENTAILMENT	4.405081801
4222	NEUTRAL	2.530945054
4224	NEUTRAL	3.030881037
4225	NEUTRAL	4.444759477
4226	CONTRADICTION	3.520690669
4227	ENTAILMENT	4.230263263
4229	NEUTRAL	4.097508373
4230	NEUTRAL	3.860556819
4233	NEUTRAL	1.069260419
4234	NEUTRAL	2.291013297
4237	NEUTRAL	4.596397601
4240	CONTRADICTION	4.571279086
4241	NEUTRAL	4.285898016
4243	NEUTRAL	2.151953178
4245	NEUTRAL	2.018254062
4249	CONTRADICTION	4.054964272
4250	NEUTRAL	4.178567807
4255	CONTRADICTION	3.310416903
4256	NEUTRAL	3.655450116
4258	ENTAILMENT	4.540230161
4261	NEUTRAL	1.426490352
4262	NEUTRAL	1.373528343
4263	NEUTRAL	2.137160256
4264	NEUTRAL	1.343166482
4268	ENTAILMENT	4.358124415
4270	ENTAILMENT	4.389734987
4271	CONTRADICTION	4.373786703
4273	CONTRADICTION	4.295327867
4276	CONTRADICTION	4.389382018
4278	ENTAILMENT	4.742148242
4281	NEUTRAL	4.633563633
4285	CONTRADICTION	4.352273909
4286	NEUTRAL	4.188238919
4292	NEUTRAL	4.440226208
4293	NEUTRAL	4.560717921
4294	NEUTRAL	4.253309212
4296	CONTRADICTION	4.32918943
4297	NEUTRAL	4.502239758
4298	CONTRADICTION	4.306990866
4300	NEUTRAL	4.649109299
4302	ENTAILMENT	4.033648262
4303	CONTRADICTION	4.040525353
4309	NEUTRAL	1.266050094
4310	NEUTRAL	1.267810676
4311	ENTAILMENT	4.247018335
4313	NEUTRAL	3.875949402
4314	NEUTRAL	3.996992161
4317	NEUTRAL	2.630677879
4319	NEUTRAL	3.361688019
4324	CONTRADICTION	4.235831134
4326	NEUTRAL	4.017862887
4327	CONTRADICTION	3.995416856
4331	NEUTRAL	2.355880212
4332	ENTAILMENT	4.156518965
4333	NEUTRAL	4.131516554
4334	NEUTRAL	4.114082435
4337	NEUTRAL	1.21403451
4343	NEUTRAL	4.142793485
4345	NEUTRAL	4.122590169
4352	NEUTRAL	4.247866238
4353	ENTAILMENT	3.468366332
4355	NEUTRAL	1.500620849
4356	NEUTRAL	1.882611027
4358	NEUTRAL	1.28590949
4362	NEUTRAL	4.089975508
4366	NEUTRAL	3.793056335
4367	NEUTRAL	3.780251421
4368	NEUTRAL	4.017560858
4372	CONTRADICTION	4.257003629
4373	NEUTRAL	4.650501009
4374	NEUTRAL	4.078448266
4375	NEUTRAL	3.106298645
4380	NEUTRAL	4.481895772
4383	NEUTRAL	3.860107655
4384	NEUTRAL	4.043209733
4389	NEUTRAL	3.333410101
4391	ENTAILMENT	4.450620327
4397	ENTAILMENT	4.157643813
4399	CONTRADICTION	3.907002981
4400	NEUTRAL	4.520644349
4402	ENTAILMENT	4.211064554
4403	CONTRADICTION	4.09446973
4404	NEUTRAL	4.492642601
4405	CONTRADICTION	3.91158202
4406	NEUTRAL	4.117104529
4409	ENTAILMENT	4.250452614
4413	NEUTRAL	4.053486195
4415	NEUTRAL	3.975596507
4416	NEUTRAL	4.532951486
4419	NEUTRAL	4.207455988
4420	NEUTRAL	3.723349339
4421	NEUTRAL	3.093390167
4422	NEUTRAL	1.932475694
4423	NEUTRAL	2.749482061
4424	NEUTRAL	2.552284724
4425	NEUTRAL	4.175095516
4427	NEUTRAL	4.063747659
4428	CONTRADICTION	3.808195763
4430	NEUTRAL	3.946324068
4433	NEUTRAL	3.719230324
4434	NEUTRAL	4.510419864
4435	CONTRADICTION	4.099269602
4436	NEUTRAL	3.892320733
4437	CONTRADICTION	3.837530263
4438	NEUTRAL	1.443080576
4441	NEUTRAL	1.287283745
4444	CONTRADICTION	4.283185708
4448	NEUTRAL	2.975911755
4449	NEUTRAL	2.830175984
4450	NEUTRAL	2.775000867
4451	NEUTRAL	3.071357356
4452	ENTAILMENT	4.443297174
4453	CONTRADICTION	4.430002757
4455	CONTRADICTION	4.446204197
4456	NEUTRAL	4.116507971
4459	NEUTRAL	4.435675097
4460	NEUTRAL	4.512139977
4461	NEUTRAL	3.816862269
4462	CONTRADICTION	4.266450806
4463	NEUTRAL	4.261155742
4465	NEUTRAL	3.039389159
4466	NEUTRAL	3.526752698
4467	NEUTRAL	3.352556834
4470	NEUTRAL	4.056397355
4474	ENTAILMENT	2.60748738
4475	NEUTRAL	1.795234469
4476	NEUTRAL	1.724620353
4478	NEUTRAL	2.034074347
4479	NEUTRAL	3.904144055
4480	NEUTRAL	4.122534832
4482	CONTRADICTION	4.323042843
4483	NEUTRAL	1.177172833
4484	NEUTRAL	1.038004755
4485	NEUTRAL	1.013346523
4488	NEUTRAL	4.252936073
4489	NEUTRAL	3.890887909
4491	NEUTRAL	4.092252615
4493	NEUTRAL	4.05388028
4494	NEUTRAL	4.121785192
4495	NEUTRAL	3.723510955
4496	NEUTRAL	3.77299757
4499	NEUTRAL	4.332588283
4500	CONTRADICTION	3.958547164
4502	ENTAILMENT	2.088951831
4504	ENTAILMENT	1.834101608
4506	NEUTRAL	1.825010763
4508	ENTAILMENT	4.680267088
4510	NEUTRAL	3.694426249
4512	ENTAILMENT	4.378089055
4518	NEUTRAL	4.13889763
4521	NEUTRAL	4.187276204
4527	CONTRADICTION	3.994810214
4528	ENTAILMENT	4.418312089
4530	NEUTRAL	1.500240986
4531	NEUTRAL	1.776375671
4532	NEUTRAL	1.534537361
4533	NEUTRAL	1.349586652
4535	ENTAILMENT	4.725839747
4536	CONTRADICTION	4.735060403
4537	NEUTRAL	4.294053814
4538	CONTRADICTION	4.007507556
4539	NEUTRAL	4.413475499
4542	NEUTRAL	4.267762353
4543	NEUTRAL	4.230413243
4547	CONTRADICTION	4.493224937
4548	NEUTRAL	2.433333796
4550	ENTAILMENT	4.716680377
4552	ENTAILMENT	4.530370799
4554	NEUTRAL	4.358042443
4555	NEUTRAL	3.656801744
4557	NEUTRAL	4.021288632
4560	NEUTRAL	3.872320666
4561	NEUTRAL	3.936963259
4563	CONTRADICTION	3.875493774
4566	ENTAILMENT	4.397774681
4568	NEUTRAL	4.326242585
4571	NEUTRAL	3.957063656
4572	NEUTRAL	4.11181955
4575	NEUTRAL	2.881743698
4576	NEUTRAL	3.019467703
4577	ENTAILMENT	3.370771624
4578	NEUTRAL	2.04167716
4582	NEUTRAL	2.508688179
4584	ENTAILMENT	4.828498084
4586	NEUTRAL	2.427621504
4587	CONTRADICTION	4.513978264
4589	NEUTRAL	4.017372091
4591	NEUTRAL	4.020758014
4592	NEUTRAL	4.081396404
4593	NEUTRAL	1.188204107
4594	NEUTRAL	1.061017994
4598	NEUTRAL	3.782207882
4599	CONTRADICTION	4.034886112
4600	NEUTRAL	4.39244264
4602	NEUTRAL	4.318414156
4603	CONTRADICTION	4.105732439
4604	NEUTRAL	3.564404354
4607	ENTAILMENT	2.250991313
4608	NEUTRAL	4.285134153
4609	ENTAILMENT	4.461238897
4613	NEUTRAL	3.838462207
4618	NEUTRAL	4.412175587
4620	NEUTRAL	4.28043151
4621	CONTRADICTION	4.371048278
4622	ENTAILMENT	4.408929559
4623	CONTRADICTION	4.392427384
4624	NEUTRAL	4.38087118
4625	NEUTRAL	3.99381983
4627	NEUTRAL	3.313375901
4628	CONTRADICTION	4.151376726
4629	NEUTRAL	1.380644627
4631	NEUTRAL	1.166808194
4639	NEUTRAL	2.417970045
4640	NEUTRAL	3.595981569
4641	NEUTRAL	3.203285547
4642	NEUTRAL	3.618779535
4645	ENTAILMENT	4.411742456
4647	ENTAILMENT	4.372609103
4649	ENTAILMENT	4.472240434
4654	ENTAILMENT	4.495060896
4655	NEUTRAL	4.428342635
4657	NEUTRAL	1.109651405
4658	NEUTRAL	1.302825532
4667	NEUTRAL	3.711598679
4670	NEUTRAL	4.23893313
4672	NEUTRAL	4.402496459
4675	NEUTRAL	3.738587805
4676	NEUTRAL	4.21728794
4677	NEUTRAL	4.206409749
4678	NEUTRAL	4.12881459
4682	NEUTRAL	4.072828419
4684	NEUTRAL	4.075449963
4690	NEUTRAL	4.253333778
4691	NEUTRAL	4.242398181
4692	NEUTRAL	4.334714893
4693	NEUTRAL	4.304563262
4694	NEUTRAL	3.750488186
4695	NEUTRAL	3.750488186
4698	NEUTRAL	3.817104823
4703	NEUTRAL	4.146587715
4704	NEUTRAL	4.228739158
4705	NEUTRAL	4.151197526
4706	CONTRADICTION	4.119101329
4708	NEUTRAL	3.700355106
4709	NEUTRAL	3.760413746
4714	NEUTRAL	3.872138622
4715	NEUTRAL	3.263457706
4719	NEUTRAL	4.389594575
4721	NEUTRAL	4.392855343
4722	NEUTRAL	3.527835914
4723	NEUTRAL	3.656553243
4726	NEUTRAL	2.54507716
4727	NEUTRAL	2.136040062
4730	ENTAILMENT	4.348628882
4732	ENTAILMENT	4.412561656
4733	CONTRADICTION	4.305758963
4736	ENTAILMENT	4.325419248
4737	ENTAILMENT	3.996430254
4738	CONTRADICTION	4.388647634
4739	NEUTRAL	4.42901108
4741	NEUTRAL	4.356434039
4744	NEUTRAL	4.358421788
4747	NEUTRAL	4.418144008
4748	NEUTRAL	4.459328982
4749	NEUTRAL	3.991037187
4750	NEUTRAL	4.052766292
4751	NEUTRAL	4.365371543
4754	NEUTRAL	1.606812633
4757	NEUTRAL	4.498142723
4758	NEUTRAL	4.291369693
4765	NEUTRAL	1.35667837
4768	NEUTRAL	4.222869517
4770	NEUTRAL	1.412080525
4772	NEUTRAL	1.47109965
4773	NEUTRAL	1.553510712
4775	NEUTRAL	4.330393406
4778	NEUTRAL	4.266242385
4779	NEUTRAL	4.311646188
4781	NEUTRAL	4.357834798
4783	NEUTRAL	4.319248613
4784	NEUTRAL	4.030589449
4785	ENTAILMENT	4.138630769
4786	NEUTRAL	3.624972667
4787	CONTRADICTION	4.474321274
4789	NEUTRAL	1.251801366
4791	NEUTRAL	1.227978495
4792	NEUTRAL	1.549788756
4801	ENTAILMENT	4.32921865
4804	ENTAILMENT	4.549334453
4809	NEUTRAL	3.999616032
4818	NEUTRAL	4.135091763
4827	NEUTRAL	3.829466004
4828	NEUTRAL	3.449483098
4829	NEUTRAL	3.217258494
4830	NEUTRAL	3.467356554
4833	NEUTRAL	1.595858029
4834	CONTRADICTION	3.732951667
4835	NEUTRAL	3.979515376
4837	NEUTRAL	1.287514662
4838	NEUTRAL	3.472675666
4840	NEUTRAL	1.214723512
4841	NEUTRAL	1.341029528
4846	ENTAILMENT	1.583223394
4850	NEUTRAL	1.480879497
4854	CONTRADICTION	4.610908924
4856	NEUTRAL	2.770552543
4861	CONTRADICTION	4.229884176
4862	NEUTRAL	2.161097034
4864	NEUTRAL	1.06627957
4865	NEUTRAL	1.591528267
4868	NEUTRAL	1.068515433
4870	NEUTRAL	4.144569452
4871	NEUTRAL	4.759631233
4873	NEUTRAL	4.60917795
4875	NEUTRAL	4.603115145
4876	NEUTRAL	4.180667525
4878	ENTAILMENT	4.683502773
4884	NEUTRAL	4.819922342
4887	NEUTRAL	3.516987719
4889	NEUTRAL	1.879782744
4890	NEUTRAL	2.19131719
4892	NEUTRAL	1.609360221
4893	NEUTRAL	1.752910942
4894	NEUTRAL	1.696522282
4895	NEUTRAL	1.992346989
4896	ENTAILMENT	4.516186329
4897	CONTRADICTION	4.297144691
4899	CONTRADICTION	3.8786268
4902	NEUTRAL	2.285142104
4904	NEUTRAL	1.246732824
4906	CONTRADICTION	4.455842727
4907	NEUTRAL	3.178795137
4908	CONTRADICTION	3.996265276
4909	NEUTRAL	2.364598953
4910	NEUTRAL	1.375187301
4914	NEUTRAL	4.053072975
4917	CONTRADICTION	4.239883433
4923	ENTAILMENT	4.317806479
4924	CONTRADICTION	4.232623635
4925	NEUTRAL	4.095324874
4927	NEUTRAL	1.395169913
4930	NEUTRAL	1.674504599
4931	NEUTRAL	1.694951502
4935	NEUTRAL	3.838069156
4936	NEUTRAL	3.913982214
4939	NEUTRAL	3.529323817
4943	NEUTRAL	3.068128265
4945	NEUTRAL	4.094626951
4952	NEUTRAL	1.090717229
4955	CONTRADICTION	4.316407013
4956	NEUTRAL	4.195219704
4958	NEUTRAL	3.615452827
4962	NEUTRAL	2.911003595
4969	ENTAILMENT	4.33379924
4972	NEUTRAL	4.191086726
4973	NEUTRAL	4.165805301
4976	NEUTRAL	1.303850308
4979	NEUTRAL	1.079400476
4980	NEUTRAL	1.090776962
4984	ENTAILMENT	4.485712241
4986	NEUTRAL	1.159550464
4987	NEUTRAL	1.171767613
4988	NEUTRAL	1.25744177
4993	NEUTRAL	4.020417715
4994	NEUTRAL	2.476279351
4995	NEUTRAL	1.437728495
4999	NEUTRAL	4.568914576
5001	NEUTRAL	4.508669754
5004	NEUTRAL	4.479078737
5006	NEUTRAL	4.514362781
5008	NEUTRAL	4.289962727
5009	NEUTRAL	4.050104667
5013	NEUTRAL	3.86773387
5016	NEUTRAL	4.080885438
5019	NEUTRAL	3.963208174
5020	ENTAILMENT	4.601725505
5021	CONTRADICTION	4.408285163
5028	ENTAILMENT	4.402820209
5029	CONTRADICTION	4.338795895
5034	NEUTRAL	4.138757735
5035	ENTAILMENT	4.196970847
5036	NEUTRAL	4.152165413
5038	ENTAILMENT	4.118579502
